HITID,title,Worker1,rating,asdf,Date
3R5LWXWHR08FNYUTF5WMFTIKXLVGXC,US sends aircraft carrier to Persian Gulf as Obama considers air strikes in Iraq,A109CH3492UU42,-1,-1.0,2015-03-31 01:14:26 UTC
307L9TDWJYS9HS41IK2TYX2DR2G3N7,Death toll from Ukraine apartment explosion reaches 26,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:56:31 UTC
338431Z1FLFJIFPFUP32VK5YNQ1ROE,100 Somalis feared dead off Yemen coast,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:35 UTC
3LCXHSGDLT6973C3F00BGIGG5QESEZ,MH370: Ban on overflights and delays in sharing data hamper search,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:56:23 UTC
34O39PNDK68ZZL06QKYGP05ZGRIBRU,'The guy was screaming ... he was hanging out from his window',A109CH3492UU42,-1,-1.0,2015-03-31 01:14:33 UTC
3ZRKL6Z1E837RH8ULVQZGL1SI6TSGG,Japanese growth fails to cheer,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:52 UTC
38LRF35D5LWMCIOAFLEFCSU7ZY93UZ,South Africa scrambles to deal with fallout from leaked spy cables,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:57:15 UTC
3P7RGTLO6ED8T7IJUMPNTDZF3H3KAF,Children crushed after fireworks,A109CH3492UU42,-1,-1.0,2015-03-31 01:14:13 UTC
3K2CEDRACB18YRHVLYTK3VHBGBJMT7,Mahmoud Ahmadinejad's renewed attack on Israel hastens walkout,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:39:15 UTC
36U4VBVNQODEVK9CQBFBUQXN5CPRUR,Fear of 'different world' if Iran gets nuclear weapons,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:57:04 UTC
3DZKABX2ZI5A2X9TD4ZL1H0KJIVVCE,US will not enter bilateral no-spy deal with Germany,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:39:04 UTC
338GLSUI43B1DHCZABKHY01GHRSSFG,Last-minute rethink stalled deal on nuclear Iran,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:57:46 UTC
3BJKPTD2QCCZV7UNQ6P1PUBLMYIRT0,Medvedev warns against Nato admission for Russian neighbours,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:38:57 UTC
3EQPA8A374WEJVK9OT5A9RQBXDAJZG,The al-Qaida fighter shaped by demagogues and plastic surgeons,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:39:09 UTC
3Z8UJEJOCZDOSQ07HAJOGW7TMDZ398,Police close Ibiza dance clubs over drug allegations,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:57:57 UTC
3ABAOCJ4R84V6BP34UZPYQ6OW4JMQS,Chinese plans in Seychelles revive Indian fears of encirclement,A109CH3492UU42,-1,-1.0,2015-03-31 01:15:33 UTC
3L21G7IH47W7JOU02IXLRKLNX26Y10,US stars fear they are easy targets of Olympics terror,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:40:54 UTC
3PEG1BH7AERDCHNB00PJOOJLLZOKBA,Chinese police detain Tiananmen Square veteran's relatives,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:57:25 UTC
31HLTCK4BLVNJ9PYFQV4R8LZHANGV9,Flamenco star charged with hit-and-run death,A109CH3492UU42,-1,-1.0,2015-03-31 01:16:04 UTC
3Y40HMYLL1IYSGVOZAL3J8JB6TAXUT,Mumbai terror trial hears claim that ISI and LeT coordinated with each other,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:57:41 UTC
372AGES0I456CO37VGQYEXWRZU5XRO,The car behind is hitting a Toyota,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:56:37 UTC
37SQU136V7OATIJXQTQCDXADQHX115,Iranians urge IMF to investigate Turkey's 11bn 'windfall',AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:41:04 UTC
3DW3BNF1GHI8QUJGWSJGZV41TRA8VL,Escape from brothel in China's Jilin province,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:39:29 UTC
38F60IALAGHBVDAOWT6M5YAYD8I0TA,Cartoonists react to Mahmoud Shokraye's conviction - in pictures,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:41:10 UTC
3B0MCRZMBRUGR2L1WXCSFPA9WD8PP0,Japan earthquake and tsunami: humanitarian relief effort struggles,A9KPCMO1J1LQF,-1,-1.0,2015-03-31 00:58:01 UTC
3Y40HMYLL1IYSGVOZAL3J8JB6T9UXP,Ukraine on high alert as Russia advances into Crimea - video,A109CH3492UU42,-1,-1.0,2015-03-31 01:14:58 UTC
3YZ7A3YHR5T9BKJA4Z78COA3SXF5SB,Millions protest Madrid attacks,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:58:01 UTC
3W5PY7V3UP7EE5A4S73RVKH9RJ6YJ4,Mystery of the Arctic Sea: ship feared seized by pirates in European waters,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:38:40 UTC
32CXT5U14G38DFUGR29B392IFK18UW,Living with the stench of death,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:38:45 UTC
3QX22DUVOOHNBJLKQTTZ4D5WDWZMVN,Japanese tax rise threatens rift in ruling party,A2UX7ZJEGGU5,-1,-1.0,2015-03-31 00:58:29 UTC
3N2YPY1GI6YPZVT79V5GR50N4U8VE7,Greek anger fuelled by cost of servicing debt,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:40:10 UTC
3PEG1BH7AERDCHNB00PJOOJLLZOBK1,Ukraine parliamentary vote on Black Sea fleet erupts into fistfight,A1S88VQY8G8CNC,-1,-1.0,2015-03-31 00:59:44 UTC
3H6W48L9F4P6BBI28JQN7JI5PABPWV,Pakistan test-fires missile,AS9E0S6DBSWH7,-1,-1.0,2015-03-31 00:40:19 UTC
3S8A4GJRD33LMG0S3DMIFH8ANWKV6M,Japan rules out new apology to 'comfort women',A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:39:48 UTC
3B9J25CZ25DUA5SPJ9UGQUGDKE0SC5,Fear of Vladimir Putin grows in EU capitals amid spectre of total war,A109CH3492UU42,-1,-1.0,2015-03-31 01:17:21 UTC
3UZUVSO3P7V698ZYV34P49HAD1WMEH,US troops authorised to kill Iranian agents in Iraq,A1GKEEI844CEKI,-1,-1.0,2015-03-31 00:39:34 UTC
3UDTAB6HH6ZSBY1AYN15EY9MJ1F09A,Iran faces fresh sanctions from EU - video,A109CH3492UU42,-1,-1.0,2015-03-31 01:16:59 UTC
